Gravité de l'accident;Type d'accident;Mois de l'accident;Genre de route;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juillet;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juillet;Route principale;26;27;26;21;27;31;29;28;27;29;28
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juillet;Route secondaire;42;40;40;37;30;41;55;35;29;26;33
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Juillet;Autre;1;0;1;2;0;0;1;1;1;1;4
Accident avec blessés légers;Accident lors d'une traversée d'une route;Août;Autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors d'une traversée d'une route;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Août;Route principale;21;33;31;28;24;21;35;22;27;32;30
Accident avec blessés légers;Accident lors d'une traversée d'une route;Août;Route secondaire;31;41;41;44;39;35;26;28;46;33;42
Accident avec blessés légers;Accident lors d'une traversée d'une route;Août;Semi-autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Août;Autre;0;0;3;3;1;0;0;1;1;1;2
Accident avec blessés légers;Accident lors d'une traversée d'une route;Septembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Septembre;Installation annexe sur autoroute;0;0;0;0;0;1;0;0;0;1;1
Accident avec blessés légers;Accident lors d'une traversée d'une route;Septembre;Route principale;42;33;22;38;33;23;28;31;36;32;19
Accident avec blessés légers;Accident lors d'une traversée d'une route;Septembre;Route secondaire;42;39;45;47;43;49;41;51;51;45;27
Accident avec blessés légers;Accident lors d'une traversée d'une route;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Septembre;Autre;1;0;0;0;0;1;0;3;1;2;2
Accident avec blessés légers;Accident lors d'une traversée d'une route;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Octobre;Route principale;31;31;18;32;26;26;24;32;21;27;20
Accident avec blessés légers;Accident lors d'une traversée d'une route;Octobre;Route secondaire;44;35;26;30;23;31;22;29;39;46;29
Accident avec blessés légers;Accident lors d'une traversée d'une route;Octobre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Octobre;Autre;0;0;0;2;0;1;1;1;1;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Novembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Novembre;Route principale;31;23;22;19;31;23;28;30;33;14;25
Accident avec blessés légers;Accident lors d'une traversée d'une route;Novembre;Route secondaire;30;37;33;32;32;31;21;23;31;41;28
Accident avec blessés légers;Accident lors d'une traversée d'une route;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Novembre;Autre;0;0;1;0;1;1;1;0;1;1;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors d'une traversée d'une route;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Décembre;Route principale;26;22;24;13;15;17;17;21;16;10;20
Accident avec blessés légers;Accident lors d'une traversée d'une route;Décembre;Route secondaire;26;22;20;24;18;34;21;19;14;19;19
Accident avec blessés légers;Accident lors d'une traversée d'une route;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'une traversée d'une route;Décembre;Autre;0;0;0;0;0;0;0;0;2;0;0
Accident avec blessés légers;Collision frontale;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés légers;Collision frontale;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Janvier;Route principale;12;23;22;29;19;20;13;21;16;25;19
Accident avec blessés légers;Collision frontale;Janvier;Route secondaire;5;6;9;11;11;14;19;11;14;9;9
Accident avec blessés légers;Collision frontale;Janvier;Semi-autoroute;0;0;2;2;0;1;0;1;0;0;0
Accident avec blessés légers;Collision frontale;Janvier;Autre;0;0;0;1;0;1;0;0;2;1;1
Accident avec blessés légers;Collision frontale;Février;Autoroute;0;0;0;0;0;0;2;0;0;0;0
Accident avec blessés légers;Collision frontale;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Février;Route principale;15;26;23;14;18;9;20;7;17;19;14
Accident avec blessés légers;Collision frontale;Février;Route secondaire;10;18;11;11;7;12;10;11;12;5;11
Accident avec blessés légers;Collision frontale;Février;Semi-autoroute;1;0;0;0;0;1;1;0;2;0;2
Accident avec blessés légers;Collision frontale;Février;Autre;1;1;0;0;0;1;0;0;1;0;2
Accident avec blessés légers;Collision frontale;Mars;Autoroute;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Collision frontale;Mars;Installation annexe sur autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Mars;Route principale;22;20;16;17;18;20;11;13;18;23;19
Accident avec blessés légers;Collision frontale;Mars;Route secondaire;11;12;13;16;17;16;14;11;14;16;10
Accident avec blessés légers;Collision frontale;Mars;Semi-autoroute;0;1;0;0;1;1;2;1;1;1;1
Accident avec blessés légers;Collision frontale;Mars;Autre;0;1;1;2;0;1;2;0;1;1;2
Accident avec blessés légers;Collision frontale;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Avril;Route principale;9;17;11;24;14;23;12;12;23;15;18
Accident avec blessés légers;Collision frontale;Avril;Route secondaire;8;14;8;13;22;13;21;14;14;15;11
Accident avec blessés légers;Collision frontale;Avril;Semi-autoroute;1;0;1;0;3;4;1;0;2;1;1
Accident avec blessés légers;Collision frontale;Avril;Autre;1;1;0;1;3;0;0;3;2;4;1
Accident avec blessés légers;Collision frontale;Mai;Autoroute;0;0;1;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Mai;Route principale;17;15;27;22;16;15;14;15;20;22;14
Accident avec blessés légers;Collision frontale;Mai;Route secondaire;33;19;23;27;31;13;15;24;22;21;27
Accident avec blessés légers;Collision frontale;Mai;Semi-autoroute;1;0;1;1;1;1;0;0;0;0;2
Accident avec blessés légers;Collision frontale;Mai;Autre;2;2;0;1;1;2;1;1;5;3;2
Accident avec blessés légers;Collision frontale;Juin;Autoroute;0;2;0;0;1;1;1;0;0;0;2
Accident avec blessés légers;Collision frontale;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Juin;Route principale;24;17;18;27;29;22;12;20;20;26;30
Accident avec blessés légers;Collision frontale;Juin;Route secondaire;25;25;16;21;33;18;22;34;27;26;15
Accident avec blessés légers;Collision frontale;Juin;Semi-autoroute;2;2;0;5;1;1;0;0;3;0;0
Accident avec blessés légers;Collision frontale;Juin;Autre;1;0;3;2;5;2;3;2;6;5;4
Accident avec blessés légers;Collision frontale;Juillet;Autoroute;0;0;1;0;0;0;0;1;1;0;1
Accident avec blessés légers;Collision frontale;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Juillet;Route principale;22;19;18;23;30;25;24;17;22;21;16
Accident avec blessés légers;Collision frontale;Juillet;Route secondaire;20;21;20;23;25;23;27;21;23;20;21
Accident avec blessés légers;Collision frontale;Juillet;Semi-autoroute;1;0;4;0;2;2;1;1;2;4;2
Accident avec blessés légers;Collision frontale;Juillet;Autre;3;0;4;2;1;3;4;3;4;2;4
Accident avec blessés légers;Collision frontale;Août;Autoroute;0;0;1;0;0;0;0;0;1;1;0
Accident avec blessés légers;Collision frontale;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Août;Route principale;20;17;19;24;30;28;18;27;19;21;28
Accident avec blessés légers;Collision frontale;Août;Route secondaire;18;22;18;21;26;27;25;24;18;25;24
Accident avec blessés légers;Collision frontale;Août;Semi-autoroute;4;1;1;1;2;2;1;3;2;1;2
Accident avec blessés légers;Collision frontale;Août;Autre;2;3;2;0;2;1;1;1;3;2;5
Accident avec blessés légers;Collision frontale;Septembre;Autoroute;0;0;0;0;0;0;0;0;1;2;0
Accident avec blessés légers;Collision frontale;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Septembre;Route principale;24;17;17;16;19;24;22;24;26;23;19
Accident avec blessés légers;Collision frontale;Septembre;Route secondaire;17;21;24;17;22;20;28;19;15;30;22
Accident avec blessés légers;Collision frontale;Septembre;Semi-autoroute;1;1;1;1;1;0;2;0;2;0;0
Accident avec blessés légers;Collision frontale;Septembre;Autre;3;1;4;0;2;4;2;5;1;3;1
Accident avec blessés légers;Collision frontale;Octobre;Autoroute;1;0;0;0;0;0;1;1;1;0;0
Accident avec blessés légers;Collision frontale;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Octobre;Route principale;18;13;15;18;19;17;19;22;22;29;19
Accident avec blessés légers;Collision frontale;Octobre;Route secondaire;19;13;13;17;18;18;19;21;14;18;15
Accident avec blessés légers;Collision frontale;Octobre;Semi-autoroute;3;3;1;1;0;0;1;1;1;1;1
Accident avec blessés légers;Collision frontale;Octobre;Autre;0;1;2;1;1;3;0;5;0;1;1
Accident avec blessés légers;Collision frontale;Novembre;Autoroute;0;0;1;0;0;1;0;0;0;0;1
Accident avec blessés légers;Collision frontale;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Novembre;Route principale;16;21;18;21;21;19;18;31;10;27;36
Accident avec blessés légers;Collision frontale;Novembre;Route secondaire;14;13;12;17;10;13;6;14;15;18;27
Accident avec blessés légers;Collision frontale;Novembre;Semi-autoroute;2;2;1;0;3;0;1;2;0;1;1
Accident avec blessés légers;Collision frontale;Novembre;Autre;1;0;0;0;0;1;1;0;0;1;1
Accident avec blessés légers;Collision frontale;Décembre;Autoroute;1;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Collision frontale;Décembre;Route principale;26;16;19;33;24;18;16;15;19;19;24
Accident avec blessés légers;Collision frontale;Décembre;Route secondaire;14;6;15;15;14;7;14;22;14;15;14
Accident avec blessés légers;Collision frontale;Décembre;Semi-autoroute;1;0;2;0;1;2;0;2;0;2;1
Accident avec blessés légers;Collision frontale;Décembre;Autre;1;0;1;2;1;1;1;1;0;1;0
Accident avec blessés légers;Accident lors du stationnement;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Janvier;Installation annexe sur autoroute;1;0;0;0;0;0;0;0;1;0;0
Accident avec blessés légers;Accident lors du stationnement;Janvier;Route principale;3;3;3;2;1;0;4;0;1;2;2
Accident avec blessés légers;Accident lors du stationnement;Janvier;Route secondaire;11;4;11;4;6;7;2;2;3;6;5
Accident avec blessés légers;Accident lors du stationnement;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Janvier;Autre;0;2;0;1;0;1;2;3;0;0;2
Accident avec blessés légers;Accident lors du stationnement;Février;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Février;Installation annexe sur autoroute;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Février;Route principale;2;0;3;1;2;2;2;0;0;0;4
Accident avec blessés légers;Accident lors du stationnement;Février;Route secondaire;5;5;1;8;5;7;3;5;9;4;8
Accident avec blessés légers;Accident lors du stationnement;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Février;Autre;3;1;4;2;0;2;3;3;0;8;8
Accident avec blessés légers;Accident lors du stationnement;Mars;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Mars;Route principale;3;5;4;1;2;6;5;4;3;1;2
Accident avec blessés légers;Accident lors du stationnement;Mars;Route secondaire;6;14;11;10;4;11;5;5;12;3;13
Accident avec blessés légers;Accident lors du stationnement;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Mars;Autre;3;3;1;8;1;1;2;2;7;9;4
Accident avec blessés légers;Accident lors du stationnement;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Avril;Installation annexe sur autoroute;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Avril;Route principale;2;2;3;3;5;4;4;2;5;4;3
Accident avec blessés légers;Accident lors du stationnement;Avril;Route secondaire;9;14;8;8;7;9;3;8;12;2;10
Accident avec blessés légers;Accident lors du stationnement;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Avril;Autre;2;4;3;2;4;7;0;1;6;4;4
Accident avec blessés légers;Accident lors du stationnement;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;1;0
Accident avec blessés légers;Accident lors du stationnement;Mai;Route principale;6;5;7;3;3;3;4;8;2;5;3
Accident avec blessés légers;Accident lors du stationnement;Mai;Route secondaire;11;15;8;12;7;13;8;4;17;10;8
Accident avec blessés légers;Accident lors du stationnement;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Mai;Autre;4;2;1;2;8;5;0;1;4;6;8
Accident avec blessés légers;Accident lors du stationnement;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Juin;Route principale;0;11;3;5;7;8;4;7;1;3;5
Accident avec blessés légers;Accident lors du stationnement;Juin;Route secondaire;16;9;15;14;15;11;7;13;14;13;10
Accident avec blessés légers;Accident lors du stationnement;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Juin;Autre;3;8;2;7;3;6;7;2;3;2;9
Accident avec blessés légers;Accident lors du stationnement;Juillet;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés légers;Accident lors du stationnement;Juillet;Installation annexe sur autoroute;0;0;0;1;0;0;0;0;0;0;1
Accident avec blessés légers;Accident lors du stationnement;Juillet;Route principale;2;7;3;3;4;3;5;2;5;3;3
Accident avec blessés légers;Accident lors du stationnement;Juillet;Route secondaire;13;9;12;5;10;16;15;9;15;14;7
Accident avec blessés légers;Accident lors du stationnement;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
